Team,Att,Cmp,Cmp %,Yds/Att,Yds,TD,INT,Rate,1st,1st%,Sck,Year,Att_Rush,Rush Yds,YPC,Rush_TD,Rush 1st,Rush 1st%,Yds/Rec,Rec_TD,Rec FUM,PDef,Scrm Plys,3rd_Conv%,4th Conv%,FF,FR,W,L,T,Win pct
Seahawks,559,340,60.8,6.8,3590,24,23,78.3,191,34.2,36,2004,452,2031,4.5,17,102,22.6,11.2,24,4,196,1047,0.42358078602620086,0.6666666666666666,25,12,9,7,0,0.5625
49ers,490,308,62.9,7.5,3486,27,9,96.5,179,36.5,29,2004,495,1995,4.0,22,121,24.4,11.9,27,3,173,1014,0.4029126213592233,0.6666666666666666,24,12,2,14,0,0.125
Chargers,607,372,61.3,6.9,4053,19,23,76.6,200,32.9,29,2004,355,1307,3.7,15,79,22.3,11.3,19,4,212,991,0.3520408163265306,0.5416666666666666,19,10,12,4,0,0.75
Steelers,484,269,55.6,6.3,2835,14,19,68.0,146,30.2,41,2004,357,1299,3.6,8,79,22.1,11.4,14,3,196,882,0.32642487046632124,0.5384615384615384,28,13,15,1,0,0.9375
Cardinals,505,271,53.7,6.5,3036,18,15,73.2,153,30.3,38,2004,450,2105,4.7,12,101,22.4,12.0,18,4,219,993,0.3157894736842105,0.5714285714285714,30,15,6,10,0,0.375
Eagles,550,334,60.7,6.3,3212,16,17,75.8,165,30.0,47,2004,442,1903,4.3,13,101,22.9,10.4,16,7,199,1039,0.35807860262008734,0.47368421052631576,29,11,13,3,0,0.8125
Jets,497,289,58.1,7.1,3312,21,19,78.3,169,34.0,37,2004,432,1566,3.6,8,87,20.1,12.2,21,7,189,966,0.3798076923076923,0.38461538461538464,28,14,10,6,0,0.625
Giants,467,292,62.5,7.0,3030,28,14,90.9,170,36.4,40,2004,498,2157,4.3,13,112,22.5,11.2,28,3,161,1005,0.4182692307692308,0.42857142857142855,26,14,6,10,0,0.375
Saints,545,324,59.4,7.5,3888,24,13,87.7,193,35.4,37,2004,485,2253,4.6,16,118,24.3,12.6,24,6,208,1067,0.38095238095238093,0.8571428571428571,30,20,8,8,0,0.5
Patriots,538,315,58.6,6.9,3400,18,20,75.3,177,32.9,45,2004,405,1572,3.9,9,83,20.5,11.8,18,5,203,988,0.3875598086124402,0.43333333333333335,31,16,14,2,0,0.875
Vikings,544,338,62.1,7.6,3896,30,11,95.5,220,40.4,39,2004,435,2006,4.6,15,110,25.3,12.2,30,5,195,1018,0.45918367346938777,0.625,25,11,8,8,0,0.5
Dolphins,434,244,56.2,6.5,2592,20,15,76.9,139,32.0,36,2004,539,2302,4.3,12,107,19.9,11.5,20,2,175,1009,0.32286995515695066,0.7272727272727273,22,10,4,12,0,0.25
Raiders,510,315,61.8,8.1,3924,30,9,99.4,210,41.2,25,2004,537,2012,3.7,21,115,21.4,13.0,30,2,186,1072,0.47417840375586856,0.4666666666666667,14,9,5,11,0,0.3125
Rams,492,292,59.3,6.9,3174,24,6,91.6,172,35.0,34,2004,480,2179,4.5,13,118,24.6,11.7,24,1,194,1006,0.36363636363636365,0.7058823529411765,17,9,8,8,0,0.5
Chiefs,522,312,59.8,8.5,4203,32,13,97.5,190,36.4,41,2004,397,1834,4.6,18,97,24.4,14.3,32,7,197,960,0.3837837837837838,0.3125,23,7,7,9,0,0.4375
Jaguars,497,306,61.6,7.2,3357,18,16,82.0,181,36.4,37,2004,438,1777,4.1,7,83,18.9,11.7,18,6,175,972,0.4097560975609756,0.5,30,11,9,7,0,0.5625
Colts,557,364,65.4,7.6,3892,26,19,89.5,209,37.5,45,2004,440,2037,4.6,12,103,23.4,11.6,26,6,174,1042,0.41935483870967744,0.32142857142857145,33,17,12,4,0,0.75
Texans,530,344,64.9,7.1,3615,32,22,88.7,194,36.6,24,2004,417,1843,4.4,4,89,21.3,11.0,32,3,164,971,0.43414634146341463,0.16666666666666666,22,8,7,9,0,0.4375
Titans,524,333,63.5,7.7,3807,29,18,91.2,189,36.1,32,2004,421,1917,4.6,18,99,23.5,12.1,29,3,173,977,0.3333333333333333,0.75,20,12,5,11,0,0.3125
Packers,518,314,60.6,7.6,3663,33,8,99.1,181,34.9,40,2004,409,1878,4.6,12,92,22.5,12.6,33,3,196,967,0.350253807106599,0.5555555555555556,16,7,10,6,0,0.625
Lions,535,328,61.3,7.0,3514,29,14,89.4,167,31.2,38,2004,498,1887,3.8,10,118,23.7,11.4,29,3,193,1071,0.42424242424242425,0.3684210526315789,20,10,6,10,0,0.375
Broncos,484,272,56.2,6.6,2947,17,12,78.0,130,26.9,38,2004,396,1512,3.8,16,83,21.0,11.8,17,4,200,918,0.31100478468899523,0.35714285714285715,24,8,10,6,0,0.625
Cowboys,502,310,61.8,7.4,3521,31,13,94.2,180,35.9,33,2004,425,1764,4.2,14,88,20.7,12.0,31,4,179,960,0.390625,0.2857142857142857,19,9,6,10,0,0.375
Browns,460,277,60.2,6.7,2901,17,15,79.0,144,31.3,32,2004,532,2314,4.3,22,141,26.5,11.2,17,2,168,1024,0.3611111111111111,0.4375,20,13,4,12,0,0.25
Bengals,520,313,60.2,6.8,3303,23,20,79.5,158,30.4,37,2004,474,2062,4.4,11,123,25.9,11.4,23,6,187,1031,0.3669724770642202,0.3333333333333333,39,16,8,8,0,0.5
Bears,515,287,55.7,6.8,3340,23,17,78.1,165,32.0,35,2004,496,2050,4.1,9,109,22.0,12.2,23,3,211,1046,0.30454545454545456,0.26666666666666666,21,12,5,11,0,0.3125
Panthers,513,303,59.1,7.2,3478,18,26,72.0,177,34.5,34,2004,474,1904,4.0,19,98,20.7,12.2,18,7,184,1021,0.4604651162790698,0.5,29,12,7,9,0,0.4375
Bills,486,261,53.7,6.1,2624,20,24,65.2,150,30.9,45,2004,447,1604,3.6,6,79,17.7,11.3,20,6,201,978,0.3598130841121495,0.7333333333333333,31,15,9,7,0,0.5625
Redskins,535,291,54.4,6.2,3081,15,16,70.1,158,29.5,35,2005,411,1686,4.1,15,74,18.0,11.4,15,3,228,981,0.36486486486486486,0.38461538461538464,32,12,10,6,0,0.625
Buccaneers,476,275,57.8,6.6,2929,15,17,73.5,148,31.1,36,2005,438,1515,3.5,10,75,17.1,11.5,15,2,184,950,0.35046728971962615,0.3888888888888889,25,13,11,5,0,0.6875
Seahawks,571,331,58.0,6.8,3559,18,16,77.4,194,34.0,50,2005,420,1510,3.6,5,78,18.6,11.7,18,2,224,1041,0.3803418803418803,0.631578947368421,25,11,13,3,0,0.8125
49ers,576,374,64.9,8.0,4427,28,16,94.2,205,35.6,28,2005,486,1832,3.8,19,115,23.7,12.4,28,1,186,1090,0.38495575221238937,0.5789473684210527,18,10,4,12,0,0.25
Chargers,567,338,59.6,6.9,3599,20,10,84.7,189,33.3,46,2005,386,1349,3.5,14,90,23.3,11.5,20,3,219,999,0.37264150943396224,0.5,23,10,9,7,0,0.5625
Steelers,549,315,57.4,6.3,3168,15,15,74.0,179,32.6,47,2005,402,1376,3.4,10,75,18.7,11.0,15,3,219,998,0.39655172413793105,0.35294117647058826,29,15,11,5,0,0.6875
Cardinals,488,301,61.7,6.8,3097,17,15,80.6,158,32.4,37,2005,411,1632,4.0,22,83,20.2,11.0,17,5,172,936,0.34183673469387754,0.36363636363636365,24,11,5,11,0,0.3125
Eagles,503,297,59.0,7.0,3323,24,17,82.2,171,34.0,29,2005,506,1883,3.7,15,91,18.0,11.8,24,7,189,1038,0.34334763948497854,0.6363636363636364,25,10,6,10,0,0.375
Jets,463,284,61.3,6.4,2755,17,21,73.1,151,32.6,30,2005,554,2185,3.9,19,136,24.5,10.4,17,4,158,1047,0.41509433962264153,0.8235294117647058,24,7,4,12,0,0.25
Giants,580,329,56.7,6.6,3584,20,17,76.3,189,32.6,41,2005,428,1656,3.9,12,83,19.4,11.7,20,9,234,1049,0.3983050847457627,0.5,29,19,11,5,0,0.6875
Saints,418,241,57.7,7.2,2849,20,10,86.2,145,34.7,25,2005,503,2145,4.3,16,103,20.5,12.5,20,1,167,946,0.40454545454545454,0.75,19,9,3,13,0,0.1875
Patriots,527,296,56.2,7.4,3703,25,10,87.8,179,34.0,33,2005,437,1580,3.6,11,94,21.5,13.3,25,2,221,997,0.4200913242009132,0.3333333333333333,13,8,10,6,0,0.625
Vikings,533,319,59.8,6.6,3332,23,24,75.2,177,33.2,34,2005,462,1841,4.0,14,96,20.8,11.1,23,4,190,1029,0.4298642533936652,0.38461538461538464,21,11,9,7,0,0.5625
Dolphins,549,323,58.8,6.7,3307,23,14,82.4,183,33.3,49,2005,480,1771,3.7,11,94,19.6,11.4,23,6,212,1078,0.4025423728813559,0.42105263157894735,35,17,9,7,0,0.5625
Raiders,486,296,60.9,7.2,3243,18,5,90.7,165,34.0,36,2005,507,2049,4.0,18,100,19.7,11.8,18,3,185,1029,0.40707964601769914,0.3333333333333333,22,14,4,12,0,0.25
Rams,507,314,61.9,7.1,3424,26,13,89.8,178,35.1,41,2005,459,2178,4.7,22,116,25.3,11.5,26,4,180,1007,0.4020100502512563,0.2222222222222222,27,14,6,10,0,0.375
Chiefs,559,325,58.1,6.9,3679,25,16,82.3,189,33.8,29,2005,383,1570,4.1,11,84,21.9,11.9,25,2,218,971,0.3786407766990291,0.3684210526315789,33,15,10,6,0,0.625
Jaguars,482,285,59.1,6.7,2946,22,19,78.0,158,32.8,47,2005,434,1709,3.9,4,79,18.2,11.3,22,2,178,963,0.32682926829268294,0.2857142857142857,21,9,12,4,0,0.75
Colts,509,343,67.4,6.8,3151,17,18,83.0,163,32.0,46,2005,398,1762,4.4,9,91,22.9,10.1,17,3,148,953,0.3671497584541063,0.5833333333333334,32,13,14,2,0,0.875
Texans,469,304,64.8,7.9,3521,24,7,100.0,188,40.1,37,2005,506,2303,4.6,21,123,24.3,12.3,24,3,158,1012,0.3826530612244898,0.65,24,9,2,14,0,0.125
Titans,470,296,63.0,7.4,3216,33,9,100.7,180,38.3,41,2005,449,1894,4.2,12,89,19.8,11.7,33,0,165,960,0.355,0.6363636363636364,20,11,4,12,0,0.25
Packers,430,252,58.6,6.7,2680,22,10,86.2,143,33.3,35,2005,504,2010,4.0,10,107,21.2,11.4,22,3,168,969,0.3592233009708738,0.375,32,11,4,12,0,0.25
Lions,487,295,60.6,6.8,3118,19,19,77.6,166,34.1,31,2005,488,2040,4.2,15,109,22.3,11.2,19,5,173,1006,0.3942307692307692,0.5454545454545454,24,12,5,11,0,0.3125
Broncos,613,344,56.1,6.3,3643,20,20,72.2,183,29.9,28,2005,344,1363,4.0,10,82,23.8,11.1,20,7,249,985,0.3671497584541063,0.5263157894736842,29,16,13,3,0,0.8125
Cowboys,495,271,54.7,6.7,3083,18,15,75.1,150,30.3,37,2005,414,1731,4.2,13,87,21.0,12.2,18,4,209,946,0.3459715639810427,0.6363636363636364,21,11,9,7,0,0.5625
Browns,471,279,59.2,6.4,2867,19,15,78.2,161,34.2,23,2005,527,2202,4.2,11,116,22.0,10.8,19,5,177,1021,0.4046511627906977,0.4444444444444444,21,8,6,10,0,0.375
Bengals,519,324,62.4,7.2,3569,21,31,72.8,185,35.6,28,2005,429,1850,4.3,16,109,25.4,11.6,21,5,164,976,0.4263157894736842,0.42857142857142855,30,13,11,5,0,0.6875
Bears,550,313,56.9,5.7,2872,10,24,61.2,153,27.8,41,2005,443,1637,3.7,9,83,18.7,10.1,10,5,213,1034,0.31932773109243695,0.3,26,10,11,5,0,0.6875
Panthers,528,305,57.8,6.3,3057,15,23,68.0,160,30.3,45,2005,408,1465,3.6,9,72,17.6,11.0,15,4,200,981,0.4072398190045249,0.3125,25,19,11,5,0,0.6875
Bills,503,314,62.4,7.1,3291,19,17,82.1,169,33.6,38,2005,489,2205,4.5,22,146,29.9,11.3,19,5,172,1030,0.465,0.5833333333333334,23,13,5,11,0,0.3125
Redskins,486,289,59.5,7.4,3491,30,6,97.8,169,34.8,19,2006,492,2197,4.5,9,104,21.1,12.4,30,2,191,997,0.4369369369369369,0.6666666666666666,15,6,5,11,0,0.3125
Buccaneers,493,301,61.1,7.1,3354,26,11,91.0,174,35.3,25,2006,497,1917,3.9,11,108,21.7,11.7,26,5,181,1015,0.3778801843317972,0.4166666666666667,25,9,4,12,0,0.25
Seahawks,504,299,59.3,7.0,3256,23,12,86.1,160,31.7,41,2006,441,2029,4.6,12,102,23.1,11.8,23,5,193,986,0.365296803652968,0.5,34,14,9,7,0,0.5625
49ers,518,331,63.9,7.4,3571,25,14,90.9,189,36.5,34,2006,473,1936,4.1,18,107,22.6,11.5,25,6,173,1025,0.4444444444444444,0.5,23,13,7,9,0,0.4375
Chargers,538,307,57.1,6.6,3212,19,16,76.6,178,33.1,61,2006,386,1613,4.2,13,87,22.5,11.6,19,4,215,985,0.36619718309859156,0.35294117647058826,28,12,14,2,0,0.875
Steelers,529,319,60.3,6.8,3393,21,20,78.3,176,33.3,39,2006,408,1412,3.5,9,72,17.6,11.3,21,4,190,976,0.3926940639269406,0.5,15,9,8,8,0,0.5
Cardinals,522,321,61.5,7.5,3694,21,16,85.4,186,35.6,38,2006,458,1897,4.1,16,114,24.9,12.2,21,6,185,1018,0.4129353233830846,0.4666666666666667,28,17,5,11,0,0.3125
Eagles,525,309,58.9,6.4,3067,17,19,73.6,154,29.3,40,2006,489,2182,4.5,12,126,25.8,10.9,17,5,197,1054,0.3738738738738739,0.47619047619047616,25,10,10,6,0,0.625
Jets,532,316,59.4,6.5,3222,19,16,78.0,181,34.0,35,2006,453,2084,4.6,14,111,24.5,10.9,19,4,200,1020,0.36538461538461536,0.5217391304347826,17,9,10,6,0,0.625
Giants,567,333,58.7,6.8,3649,21,17,79.0,189,33.3,32,2006,458,1830,4.0,19,106,23.1,11.5,21,5,217,1057,0.42920353982300885,0.375,23,11,8,8,0,0.5
Saints,474,267,56.3,6.6,2854,26,11,85.1,148,31.2,38,2006,418,2063,4.9,10,96,23.0,11.7,26,2,196,930,0.34673366834170855,0.46153846153846156,21,8,10,6,0,0.625
Patriots,518,294,56.8,6.7,3203,10,22,66.1,164,31.7,44,2006,388,1507,3.9,11,67,17.3,11.9,10,2,202,950,0.3588516746411483,0.2727272727272727,24,13,12,4,0,0.75
Vikings,599,355,59.3,6.7,3818,15,21,73.1,192,32.1,30,2006,348,985,2.8,9,53,15.2,11.3,15,7,223,977,0.34418604651162793,0.5384615384615384,25,15,6,10,0,0.375
Dolphins,497,279,56.1,6.6,3007,22,8,84.4,166,33.4,47,2006,461,1618,3.5,7,72,15.6,11.7,22,4,210,1005,0.3803418803418803,0.5625,35,19,6,10,0,0.375
Raiders,410,245,59.8,6.4,2413,17,18,74.1,137,33.4,34,2006,542,2144,4.0,15,107,19.7,10.7,17,1,147,986,0.3574660633484163,0.5263157894736842,16,5,2,14,0,0.125
Rams,451,266,59.0,7.2,3035,21,17,81.1,164,36.4,34,2006,477,2327,4.9,21,121,25.4,12.2,21,1,168,962,0.45365853658536587,0.3333333333333333,24,15,8,8,0,0.5
Chiefs,506,314,62.1,7.0,3334,18,15,82.3,171,33.8,32,2006,461,1928,4.2,14,109,23.6,11.2,18,8,177,999,0.3915094339622642,0.6153846153846154,29,15,9,7,0,0.5625
Jaguars,523,294,56.2,6.3,3078,12,20,66.8,143,27.3,35,2006,420,1460,3.5,14,94,22.4,11.1,12,2,209,978,0.3656387665198238,0.2857142857142857,12,4,8,8,0,0.5
Colts,415,266,64.1,6.5,2548,16,15,80.4,150,36.1,25,2006,519,2768,5.3,20,150,28.9,10.2,16,1,134,959,0.4712041884816754,0.7857142857142857,28,11,12,4,0,0.75
Texans,505,328,65.0,7.2,3444,22,11,91.6,174,34.5,28,2006,446,1956,4.4,16,115,25.8,11.1,22,5,166,979,0.4444444444444444,0.45454545454545453,15,11,6,10,0,0.375
Titans,530,335,63.2,7.1,3602,24,17,86.0,181,34.2,26,2006,506,2313,4.6,20,121,23.9,11.2,24,5,178,1062,0.4072398190045249,0.5882352941176471,17,11,8,8,0,0.5
Packers,515,286,55.5,7.1,3309,25,23,75.4,169,32.8,46,2006,441,1825,4.1,12,95,21.5,12.7,25,6,206,1002,0.32558139534883723,0.6190476190476191,29,10,8,8,0,0.5
Lions,511,339,66.3,7.3,3520,22,12,92.3,183,35.8,30,2006,492,2010,4.1,18,111,22.6,11.0,22,7,160,1033,0.43478260869565216,0.8,28,18,3,13,0,0.1875
Broncos,538,327,60.8,6.7,3410,13,17,75.6,183,34.0,35,2006,447,1813,4.1,13,97,21.7,11.0,13,5,194,1020,0.3665158371040724,0.35714285714285715,28,13,9,7,0,0.5625
Cowboys,511,301,58.9,7.3,3506,25,18,83.2,179,35.0,34,2006,429,1659,3.9,12,88,20.5,12.4,25,3,192,974,0.4386792452830189,0.5,26,13,9,7,0,0.5625
Browns,499,283,56.7,6.8,3242,20,18,75.9,178,35.7,28,2006,514,2275,4.4,14,107,20.8,11.9,20,1,198,1041,0.43859649122807015,0.4,13,9,4,12,0,0.25
Bengals,555,349,62.9,7.3,3818,24,19,84.9,206,37.1,35,2006,448,1863,4.2,15,109,24.3,11.5,24,4,187,1038,0.41706161137440756,0.5238095238095238,24,12,8,8,0,0.5
Bears,581,328,56.5,5.8,3116,18,24,66.5,159,27.4,40,2006,402,1590,4.0,7,77,19.2,10.3,18,7,229,1023,0.30962343096234307,0.625,32,20,13,3,0,0.8125
Panthers,500,291,58.2,6.5,3000,22,14,80.8,149,29.8,41,2006,449,1737,3.9,10,96,21.4,11.2,22,2,195,990,0.3153153153153153,0.7857142857142857,22,8,8,8,0,0.5
Bills,513,324,63.2,6.4,3019,18,13,82.5,168,32.7,40,2006,476,2254,4.7,14,117,24.6,10.1,18,4,176,1029,0.36574074074074076,0.6470588235294118,26,11,7,9,0,0.4375
Redskins,602,351,58.3,6.0,3424,20,14,77.1,174,28.9,33,2007,391,1460,3.7,10,89,22.8,10.3,20,9,83,1026,0.3577981651376147,0.5882352941176471,18,10,9,7,0,0.5625
Buccaneers,490,297,60.6,6.0,2728,18,16,76.2,158,32.2,33,2007,454,1726,3.8,11,93,20.5,9.9,18,7,68,977,0.4107142857142857,0.5625,27,19,9,7,0,0.5625
Seahawks,568,333,58.6,6.7,3505,15,20,73.0,183,32.2,45,2007,422,1644,3.9,16,78,18.5,11.4,15,5,77,1035,0.3793103448275862,0.29411764705882354,25,14,10,6,0,0.625
49ers,543,345,63.5,7.0,3643,24,12,89.9,187,34.4,31,2007,504,1896,3.8,9,94,18.7,11.1,24,5,66,1078,0.4024896265560166,0.5384615384615384,12,9,5,11,0,0.3125
Chargers,555,338,60.9,6.6,3412,20,30,70.0,185,33.3,42,2007,416,1712,4.1,11,89,21.4,10.9,20,1,89,1013,0.3933649289099526,0.34615384615384615,19,18,11,5,0,0.6875
Steelers,536,292,54.5,5.7,2824,22,11,76.5,158,29.5,36,2007,361,1438,4.0,6,74,20.5,10.5,22,7,77,933,0.4046511627906977,0.3157894736842105,25,14,10,6,0,0.625
Cardinals,570,361,63.3,6.9,3716,26,18,85.8,185,32.5,36,2007,407,1567,3.9,13,90,22.1,11.0,26,5,66,1013,0.39908256880733944,0.4666666666666667,14,11,8,8,0,0.5
Eagles,539,312,57.9,6.9,3449,16,11,80.3,177,32.8,37,2007,403,1533,3.8,10,80,19.9,11.8,16,2,64,979,0.37155963302752293,0.23076923076923078,10,8,8,8,0,0.5
Jets,470,289,61.5,7.2,3154,18,15,82.6,174,37.0,29,2007,517,2156,4.2,14,128,24.8,11.6,18,2,67,1016,0.4218009478672986,0.8,10,6,4,12,0,0.25
Giants,523,306,58.5,7.0,3317,24,15,83.4,185,35.4,53,2007,408,1563,3.8,12,83,20.3,12.0,24,5,75,984,0.3459715639810427,0.625,16,10,10,6,0,0.625
Saints,524,327,62.4,7.9,3924,32,13,96.9,196,37.4,32,2007,408,1646,4.0,7,80,19.6,12.6,32,6,73,964,0.4174757281553398,0.3684210526315789,17,10,7,9,0,0.4375
Patriots,526,314,59.7,6.4,3041,23,19,78.1,172,32.7,47,2007,360,1572,4.4,7,91,25.3,10.8,23,3,72,933,0.33689839572192515,0.55,20,12,16,0,0,1.0
Vikings,646,415,64.2,7.0,4225,22,15,86.3,222,34.4,38,2007,379,1185,3.1,7,67,17.7,10.8,22,9,73,1063,0.4017094017094017,0.3888888888888889,22,16,8,8,0,0.5
Dolphins,409,242,59.2,7.8,3019,28,14,92.4,165,40.3,30,2007,544,2456,4.5,18,129,23.7,13.2,28,4,56,983,0.47115384615384615,0.6,14,8,1,15,0,0.0625
Raiders,439,261,59.5,7.6,3132,17,18,78.9,156,35.5,27,2007,486,2334,4.8,24,121,24.9,12.7,17,2,69,952,0.3904761904761905,0.5454545454545454,13,8,4,12,0,0.25
Rams,523,318,60.8,7.4,3613,25,18,85.0,190,36.3,31,2007,445,1844,4.1,16,105,23.6,12.1,25,6,71,999,0.3880597014925373,0.6,17,9,3,13,0,0.1875
Chiefs,462,276,59.7,7.1,3022,17,14,81.0,156,33.8,37,2007,481,2089,4.3,11,104,21.6,11.9,17,5,69,980,0.3125,0.18181818181818182,14,8,4,12,0,0.25
Jaguars,543,319,58.7,6.7,3416,20,20,76.1,181,33.3,37,2007,390,1605,4.1,12,92,23.6,11.5,20,3,63,970,0.39800995024875624,0.4782608695652174,15,9,11,5,0,0.6875
Colts,498,325,65.3,5.9,2764,16,22,73.3,162,32.5,28,2007,454,1711,3.8,10,111,24.4,9.0,16,5,62,980,0.4519230769230769,0.56,20,15,13,3,0,0.8125
Texans,546,361,66.1,7.1,3682,25,11,93.6,197,36.1,31,2007,417,1825,4.4,15,107,25.7,10.7,25,7,75,994,0.41919191919191917,0.5,18,14,8,8,0,0.5
Titans,569,349,61.3,6.0,3187,21,22,74.5,165,29.0,40,2007,369,1478,4.0,11,80,21.7,9.8,21,5,86,978,0.4217391304347826,0.5,16,12,10,6,0,0.625
Packers,534,295,55.2,6.7,3366,23,19,75.6,176,33.0,36,2007,424,1647,3.9,6,77,18.2,12.1,23,2,71,994,0.33014354066985646,0.375,13,9,13,3,0,0.8125
Lions,602,422,70.1,7.3,4131,32,17,96.8,221,36.7,37,2007,448,1911,4.3,19,116,25.9,10.4,32,7,59,1087,0.45539906103286387,0.75,25,18,7,9,0,0.4375
Broncos,458,279,60.9,7.2,3094,25,14,88.3,168,36.7,33,2007,501,2282,4.6,14,119,23.8,11.8,25,4,66,992,0.4272300469483568,0.7692307692307693,21,15,7,9,0,0.4375
Cowboys,581,342,58.9,6.4,3409,19,19,75.1,195,33.6,46,2007,381,1513,4.0,12,86,22.6,10.9,19,3,84,1008,0.39351851851851855,0.5555555555555556,20,10,13,3,0,0.8125
Browns,578,340,58.8,6.7,3681,29,17,83.4,211,36.5,28,2007,460,2072,4.5,8,100,21.7,11.4,29,3,86,1066,0.3674418604651163,0.44,12,10,10,6,0,0.625
Bengals,540,353,65.4,7.1,3687,29,19,89.2,200,37.0,22,2007,449,1893,4.2,11,98,21.8,10.8,29,2,78,1011,0.42786069651741293,0.5294117647058824,16,15,7,9,0,0.4375
Bears,541,343,63.4,7.3,3708,19,16,84.7,185,34.2,41,2007,454,1967,4.3,17,100,22.0,11.5,19,5,62,1036,0.3273542600896861,0.6153846153846154,24,17,7,9,0,0.4375
Panthers,537,337,62.8,6.7,3426,22,14,85.1,174,32.4,23,2007,472,1771,3.8,13,100,21.2,10.7,22,7,67,1032,0.4247787610619469,0.5,18,16,7,9,0,0.4375
Bills,567,354,62.4,7.0,3814,19,18,81.1,203,35.8,26,2007,454,1993,4.4,15,104,22.9,11.2,19,4,80,1047,0.45089285714285715,0.45454545454545453,12,12,7,9,0,0.4375
Ravens,490,293,59.8,7.6,3557,27,17,87.6,162,33.1,32,2007,446,1268,2.8,9,69,15.5,12.8,27,2,89,968,0.36607142857142855,0.5384615384615384,11,6,5,11,0,0.3125
Falcons,536,336,62.7,7.1,3655,27,16,88.2,190,35.4,25,2007,481,2033,4.2,12,105,21.8,11.3,27,3,69,1042,0.37142857142857144,0.5238095238095238,16,11,4,12,0,0.25
Redskins,511,290,56.8,6.3,3095,16,13,75.6,159,31.1,24,2008,398,1526,3.8,12,86,21.6,11.2,16,4,89,933,0.3557692307692308,0.6666666666666666,11,5,8,8,0,0.5
Buccaneers,475,276,58.1,6.7,2997,23,22,75.3,153,32.2,29,2008,441,1901,4.3,8,87,19.7,11.5,23,3,73,945,0.37850467289719625,0.38461538461538464,12,8,9,7,0,0.5625
Seahawks,566,366,64.7,7.7,4149,25,9,96.0,207,36.6,35,2008,457,1899,4.2,13,98,21.4,11.9,25,4,66,1058,0.42342342342342343,0.6153846153846154,22,11,4,12,0,0.25
49ers,545,331,60.7,6.7,3507,22,12,85.0,170,31.2,30,2008,452,1709,3.8,14,104,23.0,11.1,22,3,73,1027,0.3789954337899543,0.631578947368421,12,6,7,9,0,0.4375
Chargers,605,411,67.9,6.8,3958,25,15,90.3,213,35.2,28,2008,408,1641,4.0,11,98,24.0,10.0,25,6,75,1041,0.4057971014492754,0.5416666666666666,13,9,8,8,0,0.5
Steelers,533,301,56.5,5.4,2511,12,20,63.4,149,28.0,51,2008,390,1284,3.3,7,73,18.7,9.5,12,1,87,974,0.3141592920353982,0.47619047619047616,12,9,12,4,0,0.75
Cardinals,517,323,62.5,7.2,3540,36,13,96.9,172,33.3,31,2008,445,1764,4.0,13,117,26.3,11.6,36,5,75,993,0.4444444444444444,0.7647058823529411,20,17,9,7,0,0.5625
Eagles,525,284,54.1,6.1,2913,19,15,72.9,144,27.4,48,2008,421,1476,3.5,7,79,18.8,11.4,19,5,92,994,0.32158590308370044,0.35714285714285715,21,14,9,6,1,0.59375
Jets,572,368,64.3,7.0,3752,23,14,88.1,209,36.5,41,2008,407,1518,3.7,10,86,21.1,10.9,23,10,77,1020,0.38571428571428573,0.7222222222222222,29,16,9,7,0,0.5625
Giants,503,296,58.8,6.8,3139,17,17,76.7,165,32.8,42,2008,386,1533,4.0,14,78,20.2,11.6,17,4,75,931,0.4068627450980392,0.3125,15,5,12,4,0,0.75
Saints,526,299,56.8,7.0,3547,21,15,80.3,180,34.2,28,2008,445,1885,4.2,14,100,22.5,12.4,21,2,91,999,0.39805825242718446,0.5714285714285714,10,7,8,8,0,0.5
Patriots,474,288,60.8,7.3,3222,27,14,89.8,176,37.1,31,2008,415,1722,4.1,8,78,18.8,12.0,27,4,57,920,0.44390243902439025,0.2,13,8,11,5,0,0.6875
Vikings,530,324,61.1,7.1,3449,15,12,82.5,163,30.8,45,2008,371,1230,3.3,10,72,19.4,11.6,15,7,66,946,0.33497536945812806,0.38461538461538464,22,13,10,6,0,0.625
Dolphins,551,320,58.1,7.0,3644,18,18,77.0,173,31.4,40,2008,388,1620,4.2,11,96,24.7,12.1,18,5,81,979,0.37799043062200954,0.5789473684210527,17,12,11,5,0,0.6875
Raiders,471,266,56.5,7.2,3220,20,16,79.3,166,35.2,32,2008,542,2555,4.7,23,129,23.8,12.8,20,4,70,1045,0.44396551724137934,0.6923076923076923,15,8,5,11,0,0.3125
Rams,444,278,62.6,8.3,3475,20,12,92.5,158,35.6,30,2008,501,2475,4.9,26,146,29.1,13.2,20,8,53,975,0.39572192513368987,0.6666666666666666,18,14,2,14,0,0.125
Chiefs,522,348,66.7,7.3,3748,21,13,91.1,195,37.4,10,2008,509,2543,5.0,25,133,26.1,10.9,21,7,57,1041,0.47393364928909953,0.42857142857142855,20,16,2,14,0,0.125
Jaguars,465,297,63.9,8.1,3586,25,13,95.4,166,35.7,29,2008,428,1709,4.0,14,98,22.9,12.7,25,1,56,922,0.41,0.45454545454545453,11,4,5,11,0,0.3125
Colts,481,329,68.4,6.7,3009,6,15,78.0,165,34.3,30,2008,472,1966,4.2,18,119,25.2,9.8,6,5,48,983,0.47393364928909953,0.42857142857142855,22,11,12,4,0,0.75
